,stop_id,on_street,cross_street,routes,boardings,alightings,location
9004,12226,103RD STREET,1100 EAST RR CROSSING,106,0.3,2.8,"(41.70753207, -87.59660638)"
9005,12227,103RD STREET,WOODLAWN,106,2.7,22.5,"(41.70754289, -87.59455305)"
9006,12230,TORRENCE,104TH STREET,100,6.2,9.7,"(41.70651025, -87.55973941)"
9007,12231,106TH STREET,TORRENCE,100,17.7,28.3,"(41.70269293, -87.55906974)"
9008,12232,106TH STREET,C.R.I. & P. RR CROSSING,100,0.0,0.3,"(41.70268259, -87.5575525)"
9009,12233,106TH STREET,MUSKEGON,100,0.5,1.3,"(41.70268909, -87.5549558)"
9010,12234,106TH STREET,3033 EAST,100,0.3,0.0,"(41.70268736, -87.54851425)"
9011,12236,106TH STREET,MACKINAW,"26,100",34.3,8.2,"(41.70269072, -87.54266331)"
9012,12238,106TH STREET,AVENUE O,"26,100",24.4,4.7,"(41.70267921, -87.54024857)"
9013,12241,106TH STREET,EWING,100,17.7,46.8,"(41.70266904, -87.53543003)"
9014,12242,106TH STREET,AVENUE H,100,0.6,4.6,"(41.70265809, -87.532952)"
9015,12244,106TH STREET,AVENUE F,100,0.6,1.6,"(41.70263926, -87.53053283)"
9016,12245,106TH STREET,AVENUE E,100,0.2,2.5,"(41.7026257, -87.52903407)"
9017,12246,106TH STREET,AVENUE C,100,2.2,17.2,"(41.70261674, -87.52706815)"
9018,12247,AVENUE C,107TH STREET,100,0.0,3.5,"(41.70096038, -87.52702479)"
9019,12248,AVENUE C,108TH STREET,100,0.5,6.8,"(41.69913844, -87.52704667)"
9020,12249,AVENUE C,109TH STREET,100,0.6,3.7,"(41.69728273, -87.52709)"
9021,12250,AVENUE C,110TH STREET,100,0.6,2.4,"(41.69550871, -87.52707714)"
9022,12251,AVENUE C,111TH STREET,100,0.9,2.9,"(41.69369157, -87.52709394)"
9023,12252,AVENUE C,112TH STREET,100,0.0,17.7,"(41.69191557, -87.52710433)"
9024,12253,112TH STREET,AVENUE B,100,12.6,2.6,"(41.69170776, -87.52594856)"
9025,12254,AVENUE B,111TH STREET,100,0.8,0.4,"(41.69355511, -87.52574875)"
9026,12255,AVENUE B,110TH STREET,100,6.6,0.5,"(41.6953105, -87.5257097)"
9027,12256,AVENUE B,109TH STREET,100,3.8,0.2,"(41.6971105, -87.52570971)"
9028,12257,AVENUE B,108TH STREET,100,6.1,0.3,"(41.6989115, -87.52570872)"
9029,12258,AVENUE B,107TH STREET,100,6.5,3.0,"(41.70079426, -87.52569948)"
9030,12259,106TH STREET,AVENUE B,100,6.4,0.8,"(41.70276714, -87.52642469)"
9031,12260,106TH STREET,AVENUE D,100,16.8,0.8,"(41.70277166, -87.52829283)"
9032,12261,106TH STREET,AVENUE F,100,0.7,0.3,"(41.70277418, -87.53035522)"
9033,12263,106TH STREET,AVENUE H,100,2.9,0.0,"(41.70279301, -87.53277539)"
9034,12267,106TH STREET,AVENUE O,"26,100",3.7,19.3,"(41.70281547, -87.53999099)"
9035,12269,106TH STREET,MACKINAW,"26,100",3.9,21.1,"(41.70279781, -87.54241785)"
9036,12271,106TH STREET,3033 EAST,100,0.0,0.0,"(41.70284261, -87.5485546)"
9037,12272,106TH STREET,MUSKEGON,100,0.1,1.1,"(41.70284488, -87.554664)"
9038,12273,106TH STREET,180'e. of C.R.I.RR CROSSING,100,0.1,1.6,"(41.70284888, -87.55613199)"
9039,12275,106TH STREET,TORRENCE,100,41.8,25.8,"(41.70284687, -87.55936199)"
9040,12278,103RD STREET,1100 EAST RR CROSSING,106,5.0,2.2,"(41.70767682, -87.59593336)"
9041,12279,103RD STREET,1000 EAST,106,3.1,0.3,"(41.70761093, -87.59912626)"
9042,12280,103RD STREET,900 EAST,106,16.8,7.3,"(41.70758193, -87.60145626)"
9043,12281,103RD STREET,CORLISS,"34,106",125.0,44.1,"(41.70755393, -87.60395426)"
9044,12282,103RD STREET,COTTAGE GROVE,"34,106",148.4,86.8,"(41.7075071, -87.60630218)"
9045,12283,103RD STREET,ST. LAWRENCE,"34,106",32.9,13.7,"(41.70745471, -87.60877689)"
9046,12285,103RD STREET,EBERHART,"34,106",43.9,11.7,"(41.70741665, -87.61119526)"
9047,12287,103RD STREET,KING DRIVE,"34,106",33.0,7.5,"(41.70738428, -87.61362194)"
9048,12288,103RD STREET,CALUMET,"34,106",70.1,28.9,"(41.70735929, -87.6148869)"
9049,12289,103RD STREET,FOREST,"34,106",25.4,11.4,"(41.70734106, -87.61608974)"
9050,12290,103RD STREET,PRAIRIE,"34,106",18.8,11.8,"(41.70732338, -87.61731558)"
9051,12291,103RD STREET,INDIANA,"34,106",14.1,11.6,"(41.70730326, -87.61852819)"
9052,12292,103RD STREET,MICHIGAN,106,85.8,316.7,"(41.70728631, -87.62004118)"
9053,12352,VINCENNES,104TH STREET,"9,112",77.7,46.6,"(41.70504411, -87.65678798)"
9054,12353,VINCENNES,105TH STREET,112,3.9,27.6,"(41.70318722, -87.65745312)"
9055,12354,VINCENNES,10602 SOUTH,112,1.9,6.7,"(41.70093785, -87.65827857)"
9056,12356,VINCENNES,108TH PLACE,112,2.0,12.2,"(41.69679373, -87.66016695)"
9057,12357,VINCENNES,109TH STREET,112,8.8,14.7,"(41.69588635, -87.66077867)"
9058,12358,VINCENNES,ASHLAND/109TH PL.(s. leg),112,4.2,16.4,"(41.69455623, -87.66171705)"
9059,12359,VINCENNES,CHELSEA PLACE,112,2.4,37.0,"(41.69297479, -87.66282011)"
9060,12360,MONTEREY,100' east of HERMOSA,112,34.7,49.5,"(41.69082915, -87.66671706)"
9061,12361,MONTEREY,ESMOND,112,3.7,16.9,"(41.69135563, -87.66837851)"
9062,12362,MONTEREY,HALE (east leg),112,45.8,40.2,"(41.69199534, -87.67043939)"
9063,12363,111TH STREET,LONGWOOD,112,13.8,21.8,"(41.69199931, -87.67171576)"
9064,12364,111TH STREET,HOYNE,112,5.8,15.7,"(41.69196953, -87.67376038)"
9065,12366,111TH STREET,BELL,112,10.4,28.9,"(41.69191127, -87.67731872)"
9066,12367,111TH STREET,WESTERN,112,44.2,126.8,"(41.69185335, -87.68092469)"
9067,12368,111TH STREET,CAMPBELL,112,3.3,5.2,"(41.69183634, -87.68348518)"
9068,12369,111TH STREET,ROCKWELL,112,1.4,4.3,"(41.69180426, -87.68581211)"
9069,12370,111TH STREET,WASHTENAW,112,1.5,8.1,"(41.69177629, -87.68844667)"
9070,12372,111TH STREET,CALIFORNIA,112,1.7,2.6,"(41.69177463, -87.69082091)"
9071,12373,111TH STREET,MT.GREENWOOD CEMETY. ent.,112,0.4,1.1,"(41.6917317, -87.69288262)"
9072,12374,111TH STREET,SACRAMENTO,112,0.1,0.8,"(41.691697, -87.696001)"
9073,12375,111TH STREET,ALBANY,112,1.5,6.2,"(41.69167407, -87.69820282)"
9074,12376,111TH STREET,KEDZIE,112,10.9,96.7,"(41.69163846, -87.70068136)"
9075,12377,111TH STREET,SPAULDING,112,1.5,3.1,"(41.69159059, -87.70325722)"
9076,12378,111TH STREET,HOMAN,112,0.8,4.7,"(41.69156549, -87.70556244)"
9077,12379,111TH STREET,ST. LOUIS,112,0.3,4.2,"(41.69150933, -87.70805525)"
9078,12380,111TH STREET,CENTRAL PARK,112,0.6,3.9,"(41.69147911, -87.71039425)"
9079,12381,111TH STREET,LAWNDALE,112,0.8,17.4,"(41.69144834, -87.7129994)"
9080,12382,111TH STREET,HAMLIN,112,0.0,9.6,"(41.69139881, -87.71534445)"
9081,12383,111TH STREET,SPRINGFIELD,112,0.2,39.9,"(41.69135866, -87.71776021)"
9082,12385,111TH STREET,SPRINGFIELD,112,53.7,0.6,"(41.691244, -87.717895)"
9083,12386,111TH STREET,HAMLIN,112,9.6,1.0,"(41.691277, -87.71546)"
9084,12387,111TH STREET,LAWNDALE,112,10.5,1.8,"(41.6913119, -87.7132621)"
9085,12388,111TH STREET,CENTRAL PARK,112,3.7,0.6,"(41.691353, -87.710681)"
9086,12389,111TH STREET,ST. LOUIS,112,7.6,1.1,"(41.691391, -87.70826)"
9087,12390,111TH STREET,HOMAN,112,8.4,3.5,"(41.691431, -87.705829)"
9088,12391,111TH STREET,SPAULDING,112,2.5,1.8,"(41.691468, -87.703405)"
9089,12392,111TH STREET,KEDZIE,112,109.0,25.0,"(41.69149952, -87.70096611)"
9090,12393,111TH STREET,ALBANY,112,5.8,1.7,"(41.691535, -87.698479)"
9091,12394,111TH STREET,SACRAMENTO,112,3.7,1.1,"(41.69151353, -87.69613919)"
9092,12395,111TH STREET,MT. OLIVET CEMETERY entr.,112,0.3,0.0,"(41.69157436, -87.69309002)"
9093,12396,111TH STREET,CALIFORNIA (e.ent.OLIVET),112,3.0,2.5,"(41.69161184, -87.69098688)"
9094,12398,111TH STREET,WASHTENAW,112,8.4,3.4,"(41.691653, -87.688636)"
9095,12399,111TH STREET,2600 WEST RR CROSSING,112,2.4,1.8,"(41.69166741, -87.68615351)"
9096,12400,111TH STREET,CAMPBELL,112,5.2,9.0,"(41.691708, -87.683758)"
9097,12402,111TH STREET,BELL,112,26.1,7.4,"(41.69174656, -87.67768896)"
9098,12404,111TH STREET,HOYNE,112,21.5,10.3,"(41.69183, -87.674243)"
9099,12405,111TH STREET,HALE (west leg),112,29.9,46.8,"(41.691854, -87.670796)"
9100,12410,VINCENNES,109TH STREET,112,34.3,9.3,"(41.69567175, -87.66075281)"
9101,12411,VINCENNES,108TH PLACE,112,1.6,1.4,"(41.69652191, -87.66015714)"
9102,12412,VINCENNES,107TH STREET,112,84.2,13.4,"(41.69932671, -87.65869381)"
9103,12413,VINCENNES,10602 SOUTH,112,1.2,2.3,"(41.70088056, -87.65812803)"
9104,12414,VINCENNES,105TH STREET,112,24.5,5.3,"(41.70304153, -87.65733175)"
9105,12415,VINCENNES,104TH STREET,112,5.3,14.6,"(41.70486187, -87.65666036)"
9106,12416,119TH STREET,STATE,119,23.8,44.8,"(41.67807892, -87.62256039)"
9107,12417,119TH STREET,PERRY,119,25.2,68.3,"(41.67805435, -87.62503151)"
9108,12418,119TH STREET,WENTWORTH,119,26.5,78.2,"(41.67802708, -87.62735602)"
9109,12419,119TH STREET,PRINCETON,119,19.8,77.9,"(41.67800596, -87.6297301)"
9110,12420,119TH STREET,STEWART,119,26.3,101.2,"(41.67797652, -87.63213768)"
9111,12421,119TH STREET,NORMAL,119,14.5,73.9,"(41.6779518, -87.63456348)"
9112,12422,119TH STREET,WALLACE,119,19.2,97.7,"(41.67792394, -87.63697086)"
9113,12423,119TH STREET,UNION,119,5.4,102.6,"(41.67788983, -87.63934174)"
9114,12425,119TH STREET,PEORIA,119,9.4,26.0,"(41.67785107, -87.64422766)"
9115,12426,119TH STREET,MORGAN,119,10.6,28.8,"(41.67781796, -87.64667884)"
9116,12427,119TH STREET,RACINE,119,4.4,46.2,"(41.67773871, -87.6514828)"
9117,12428,119TH STREET,LOOMIS,119,8.6,43.5,"(41.67766994, -87.65638638)"
9118,12429,119TH STREET,LAFLIN,119,2.5,43.5,"(41.6776328, -87.6588212)"
9119,12430,119TH STREET,ASHLAND,119,7.5,44.1,"(41.67762778, -87.66119617)"
9120,12431,119TH STREET,MARSHFIELD,119,4.3,65.9,"(41.67758193, -87.6627265)"
9121,12432,119TH STREET,PAGE,119,17.0,97.4,"(41.67754774, -87.6650491)"
9122,12433,119TH STREET,VINCENNES,119,4.7,93.5,"(41.67741435, -87.67157154)"
9123,12436,119TH STREET,BELL,119,1.2,46.5,"(41.67731122, -87.67681591)"
9124,12437,119TH STREET,BELL,119,21.3,2.6,"(41.67720645, -87.67705627)"
9125,12440,119TH STREET,VINCENNES,119,106.6,10.5,"(41.6772714, -87.67214378)"
9126,12441,119TH STREET,PAGE,119,114.3,19.6,"(41.67739872, -87.66524231)"
9127,12442,119TH STREET,MARSHFIELD,119,48.8,7.4,"(41.67741681, -87.66266599)"
9128,12443,119TH STREET,JUSTINE,119,54.9,6.3,"(41.67749329, -87.6602204)"
9129,12444,119TH STREET,LAFLIN,119,21.4,4.8,"(41.67751829, -87.65907441)"
9130,12445,119TH STREET,LOOMIS,119,48.6,12.4,"(41.67754029, -87.65658841)"
9131,12446,119TH STREET,1220 WEST,119,30.6,5.0,"(41.67759441, -87.65167801)"
9132,12447,119TH STREET,MORGAN,119,22.5,10.7,"(41.6776699, -87.64687981)"
9133,12449,119TH STREET,PEORIA,119,13.2,10.2,"(41.67770858, -87.64442308)"
9134,12453,119TH STREET,HALSTED,119,284.7,102.3,"(41.67774285, -87.64214226)"
9135,12454,119TH STREET,UNION,119,32.6,4.5,"(41.67778466, -87.63961646)"
9136,12455,119TH STREET,WALLACE,119,75.5,19.4,"(41.677811, -87.637201)"
9137,12456,119TH STREET,NORMAL,119,88.0,17.3,"(41.677836, -87.634789)"
9138,12457,119TH STREET,STEWART,119,93.1,32.9,"(41.6778639, -87.63239489)"
9139,12458,119TH STREET,PRINCETON,119,92.7,24.3,"(41.67789034, -87.62998448)"
9140,12459,119TH STREET,WENTWORTH,119,71.1,27.0,"(41.67791639, -87.62756892)"
9141,12460,119TH STREET,PERRY,119,65.7,30.6,"(41.67794172, -87.62524002)"
9142,12461,119TH STREET,STATE,119,40.8,29.4,"(41.67796617, -87.6227765)"
9143,12462,ADDISON,CUMBERLAND,152,117.8,96.6,"(41.94443813, -87.83549313)"
9144,12464,ADDISON,PITTSBURGH,152,25.7,0.3,"(41.944807, -87.832846)"
9145,12466,ADDISON,PARIS,152,10.9,1.3,"(41.944873, -87.830403)"
9146,12469,ADDISON,FOREST PRESERVE AVENUE,152,14.7,1.0,"(41.9450165, -87.8256147)"
9147,12470,ADDISON,ORANGE,152,28.4,1.0,"(41.945053, -87.824261)"
9148,12471,ADDISON,OZANAM,152,23.4,1.5,"(41.945121, -87.821795)"
9149,12472,ADDISON,OVERHILL,152,15.8,0.4,"(41.945169, -87.819706)"
9150,12473,ADDISON,ORIOLE,152,48.4,1.7,"(41.945122, -87.816876)"
9151,12474,ADDISON,OLCOTT,152,27.5,1.7,"(41.945061, -87.814441)"
9152,12475,ADDISON,OKETO,152,31.3,2.2,"(41.945107, -87.811931)"
9153,12476,ADDISON,OCTAVIA,152,19.3,4.2,"(41.945151, -87.809525)"
9154,12479,ADDISON,NORDICA,152,40.4,3.3,"(41.945273, -87.803444)"
9155,12480,ADDISON,SAYRE,152,42.0,6.5,"(41.945321, -87.800767)"
9156,12481,ADDISON,NEW ENGLAND,152,39.8,12.2,"(41.94537, -87.798541)"
9157,12483,ADDISON,NORMANDY,152,16.5,3.6,"(41.94543957, -87.79363422)"
9158,12485,ADDISON,NEENAH,152,34.9,12.5,"(41.945535, -87.79009)"
9159,12488,ADDISON,MOBILE,152,36.1,10.9,"(41.945634, -87.783909)"
9160,12489,ADDISON,MELVINA,152,38.3,4.0,"(41.94566, -87.781482)"
9161,12490,ADDISON,MEADE,152,27.3,9.2,"(41.945686, -87.779045)"
9162,12491,ADDISON,AUSTIN,152,185.7,46.0,"(41.94571, -87.776253)"
9163,12492,ADDISON,MARMORA,152,14.1,6.4,"(41.945738, -87.77418)"
9164,12493,ADDISON,MENARD,152,42.1,9.0,"(41.94577284, -87.77167961)"
9165,12494,ADDISON,MAJOR,152,35.6,30.0,"(41.94576518, -87.76930621)"
9166,12496,ADDISON,LINDER,152,29.6,7.0,"(41.94582218, -87.76440121)"
9167,12497,ADDISON,LONG,152,78.4,13.5,"(41.94585318, -87.76194821)"
9168,12498,ADDISON,LOCKWOOD,152,60.6,18.4,"(41.94593383, -87.75942346)"
9169,12499,ADDISON,LARAMIE,152,135.6,38.6,"(41.94590359, -87.7570356)"
9170,12500,ADDISON,LECLAIRE,152,31.2,6.2,"(41.94599482, -87.75442046)"
9171,12501,ADDISON,LAVERGNE,152,78.6,26.0,"(41.94602582, -87.75206046)"
9172,12502,ADDISON,LAMON,152,28.8,26.4,"(41.94602164, -87.74973813)"
9173,12504,ADDISON,KILPATRICK,152,41.9,7.9,"(41.94608764, -87.74471213)"
9174,12505,ADDISON,KENTON,152,21.9,5.9,"(41.94613066, -87.74183914)"
9175,12507,ADDISON,KOSTNER,152,26.3,22.8,"(41.94618879, -87.73730274)"
9176,12508,ADDISON,MILWAUKEE,152,182.6,195.4,"(41.94621021, -87.73501993)"
9177,12509,ADDISON,KEELER,152,52.3,18.1,"(41.9462376, -87.73229411)"
9178,12510,ADDISON,KARLOV,152,28.3,12.4,"(41.94629113, -87.72931198)"
9179,12512,ADDISON,SPRINGFIELD,152,26.1,7.7,"(41.9463223, -87.72507899)"
9180,12513,ADDISON,HAMLIN,152,25.4,8.9,"(41.9463543, -87.72263599)"
9181,12514,ADDISON,LAWNDALE/AVONDALE,152,53.2,38.7,"(41.94641121, -87.72014702)"
9182,12515,ADDISON,KENNEDY XWAY NB OFF RAMP,152,513.4,540.4,"(41.9464173, -87.717525)"
9183,12516,ADDISON,ST. LOUIS,152,61.4,52.8,"(41.94646065, -87.71505906)"
9184,12517,ADDISON,KIMBALL,152,123.6,171.5,"(41.94649769, -87.71284967)"
9185,12518,ADDISON,ELSTON,152,79.2,98.6,"(41.946558, -87.708933)"
9186,12519,ADDISON,KEDZIE,152,42.4,45.4,"(41.94656864, -87.70758353)"
9187,12520,ADDISON,ALBANY,152,41.1,53.7,"(41.94658833, -87.70547852)"
9188,12521,ADDISON,SACRAMENTO,152,75.1,147.5,"(41.94659714, -87.70302458)"
9189,12522,ADDISON,FRANCISCO,152,83.3,48.4,"(41.94659314, -87.70054336)"
9190,12523,ADDISON,CALIFORNIA,152,105.4,70.9,"(41.946624, -87.698134)"
9191,12524,ADDISON,ROCKWELL,152,48.5,93.2,"(41.946644, -87.694245)"
9192,12525,ADDISON,LANE STADIUM DRIVEWAY,152,85.9,153.4,"(41.94667222, -87.69050761)"
9193,12526,ADDISON,ARTESIAN,152,19.7,85.4,"(41.94667708, -87.68959679)"
9194,12527,ADDISON,WESTERN,152,265.4,176.6,"(41.9466599, -87.68847434)"
9195,12528,ADDISON,OAKLEY,152,81.9,12.8,"(41.94671243, -87.6859281)"
9196,12529,ADDISON,LEAVITT,152,61.4,22.3,"(41.94674604, -87.68349379)"
9197,12530,ADDISON,HOYNE,152,45.9,24.3,"(41.94676416, -87.68105904)"
9198,12531,ADDISON,DAMEN,152,65.3,85.2,"(41.9467714, -87.67861778)"
9199,12532,ADDISON,WOLCOTT,152,9.7,21.4,"(41.94683298, -87.67622282)"
9200,12533,ADDISON,BROWN LINE STATION,152,74.7,383.8,"(41.9468416, -87.67464775)"
9201,12534,ADDISON,LINCOLN,152,39.5,34.5,"(41.94685453, -87.67338938)"
9202,12535,ADDISON,PAULINA,152,25.4,24.8,"(41.9468959, -87.671393)"
9203,12536,ADDISON,ASHLAND,152,89.8,91.4,"(41.94691775, -87.6690407)"
9204,12537,ADDISON,GREENVIEW,152,30.8,17.4,"(41.946974, -87.666547)"
9205,12538,ADDISON,SOUTHPORT,152,97.4,98.3,"(41.947014, -87.664134)"
9206,12539,ADDISON,LAKEWOOD,152,22.0,22.9,"(41.947055, -87.661709)"
9207,12541,ADDISON,CLARK,152,21.1,259.8,"(41.94714718, -87.65618186)"
9208,12543,ADDISON,RED LINE STATION,152,127.5,621.5,"(41.94719704, -87.65363481)"
9209,12546,ADDISON,BROADWAY,152,16.1,240.5,"(41.94725576, -87.647371)"
9210,12547,ADDISON,PINE GROVE,152,1.4,117.0,"(41.94784445, -87.6455957)"
9211,12548,ADDISON,LAKE SHORE,152,2.1,185.5,"(41.94853216, -87.64355208)"
9212,12549,ADDISON,LAKE SHORE,152,249.2,3.1,"(41.94860888, -87.64376299)"
9213,12550,ADDISON,PINE GROVE,152,201.1,3.0,"(41.94799725, -87.6454874)"
9214,12551,ADDISON,BROADWAY,152,276.4,20.9,"(41.94745346, -87.64716741)"
9215,12552,ADDISON,HALSTED,152,151.2,14.6,"(41.94737081, -87.64931745)"
9216,12554,ADDISON,RED LINE STATION,152,661.0,285.5,"(41.94729888, -87.65361096)"
9217,12555,ADDISON,CLARK,152,182.0,41.9,"(41.94727653, -87.65640515)"
9218,12556,ADDISON,RACINE,152,48.3,15.9,"(41.94721081, -87.65903679)"
9219,12557,ADDISON,LAKEWOOD,152,25.4,21.5,"(41.94716956, -87.66150477)"
9220,12558,ADDISON,SOUTHPORT,152,112.8,98.0,"(41.94712923, -87.66388352)"
9221,12559,ADDISON,GREENVIEW,152,20.6,15.2,"(41.9470931, -87.66633777)"
9222,12560,ADDISON,ASHLAND,152,118.5,109.1,"(41.94706603, -87.66867322)"
9223,12561,ADDISON,PAULINA,152,38.9,30.6,"(41.94702236, -87.67120375)"
9224,12562,ADDISON,LINCOLN,152,57.2,50.1,"(41.94700475, -87.67349668)"
9225,12563,ADDISON,BROWN LINE STATION,152,389.9,86.4,"(41.94695777, -87.67466746)"
9226,12564,ADDISON,WOLCOTT,152,2.7,5.0,"(41.9469329, -87.67598661)"
9227,12565,ADDISON,DAMEN,152,115.3,72.6,"(41.94692315, -87.67846922)"
9228,12566,ADDISON,HOYNE,152,26.9,37.2,"(41.94686846, -87.68085903)"
9229,12567,ADDISON,LEAVITT,152,57.7,63.0,"(41.94686719, -87.68334031)"
9230,12568,ADDISON,OAKLEY,152,404.3,439.5,"(41.94681107, -87.68570343)"
9231,12570,ADDISON,ARTESIAN,152,1.0,0.0,"(41.94678891, -87.6893875)"
9232,12571,ADDISON,west of CAMPBELL,152,123.9,52.3,"(41.94678437, -87.69101309)"
9233,12573,ADDISON,TALMAN,152,74.7,46.1,"(41.946764, -87.69479282)"
9234,12574,ADDISON,CALIFORNIA,152,90.4,95.4,"(41.94674469, -87.69785558)"
9235,12575,ADDISON,FRANCISCO,152,43.6,57.5,"(41.94672904, -87.70038986)"
9236,12576,ADDISON,SACRAMENTO,152,155.6,130.5,"(41.94671522, -87.70282937)"
9237,12577,ADDISON,ALBANY,152,78.7,40.0,"(41.94669488, -87.70520192)"
9238,12578,ADDISON,KEDZIE,152,71.3,96.3,"(41.94669988, -87.70769128)"
9239,12579,ADDISON,ELSTON,152,101.9,85.6,"(41.94666952, -87.70908637)"
9240,12581,ADDISON,ST. LOUIS,152,78.1,53.8,"(41.9465937, -87.71506138)"
9241,12582,ADDISON,BLUE LINE STATION,152,641.5,681.8,"(41.9465882, -87.71841032)"
9242,12583,ADDISON,LAWNDALE/AVONDALE,152,26.0,29.0,"(41.94652374, -87.72037696)"
9243,12584,ADDISON,HAMLIN,152,13.3,27.1,"(41.94651977, -87.72232738)"
9244,12585,ADDISON,SPRINGFIELD,152,11.0,32.7,"(41.94646708, -87.72482792)"
9245,12586,ADDISON,PULASKI,152,111.5,201.8,"(41.94643977, -87.72726222)"
9246,12587,ADDISON,KARLOV,152,8.3,24.9,"(41.94640131, -87.72906837)"
9247,12589,ADDISON,KEELER,152,27.2,69.1,"(41.94637704, -87.73214334)"
9248,12590,ADDISON,MILWAUKEE,152,162.7,214.6,"(41.94630338, -87.73546129)"
9249,12591,ADDISON,KOSTNER,152,37.7,55.6,"(41.9463062, -87.7371856)"
9250,12592,ADDISON,KILBOURN,152,1.1,3.2,"(41.94627847, -87.73925469)"
9251,12593,ADDISON,KENTON,152,8.4,18.0,"(41.94624875, -87.74199119)"
9252,12594,ADDISON,KILPATRICK,152,14.3,113.6,"(41.94623548, -87.74441595)"
9253,12596,ADDISON,LAMON,152,10.1,26.9,"(41.94616812, -87.74941411)"
9254,12597,ADDISON,LAVERGNE,152,29.3,98.0,"(41.94611879, -87.75185225)"
9255,12598,ADDISON,LECLAIRE,152,7.2,38.7,"(41.94612064, -87.7543376)"
9256,12599,ADDISON,LARAMIE,152,30.1,151.9,"(41.9460168, -87.75675319)"
9257,12600,ADDISON,LOCKWOOD,152,17.7,87.4,"(41.94605279, -87.75925189)"
9258,12602,ADDISON,LINDER,152,6.2,46.6,"(41.94593366, -87.76422928)"
9259,12603,ADDISON,CENTRAL,152,132.6,321.1,"(41.94594488, -87.76662998)"
9260,12604,ADDISON,MAJOR,152,7.4,30.0,"(41.94588564, -87.76903084)"
9261,12605,ADDISON,MENARD,152,7.4,57.4,"(41.94589257, -87.7715173)"
9262,12606,ADDISON,MARMORA,152,7.9,59.7,"(41.94581642, -87.77398492)"
9263,12608,ADDISON,MEADE,152,7.6,22.7,"(41.94585259, -87.77883028)"
9264,12609,ADDISON,MELVINA,152,7.9,47.7,"(41.94575459, -87.78122829)"
9265,12610,ADDISON,MOBILE,152,10.5,72.5,"(41.94575258, -87.7837273)"
9266,12613,ADDISON,NEENAH,152,8.2,27.6,"(41.94566022, -87.78995225)"
9267,12615,ADDISON,NORMANDY,152,1.5,16.8,"(41.94557226, -87.793568)"
9268,12616,ADDISON,OAK PARK,152,4.1,41.8,"(41.94551493, -87.7958919)"
9269,12617,ADDISON,NEW ENGLAND,152,5.9,36.1,"(41.94548491, -87.79829233)"
9270,12618,ADDISON,SAYRE,152,5.6,42.3,"(41.94545023, -87.80066192)"
9271,12619,ADDISON,NORDICA,152,4.1,40.5,"(41.94540153, -87.8032298)"
9272,12620,ADDISON,NEVA,152,4.9,70.6,"(41.9453531, -87.80563932)"
9273,12622,ADDISON,OCTAVIA,152,2.2,19.0,"(41.94524859, -87.80932334)"
9274,12623,ADDISON,OKETO,152,2.7,34.1,"(41.9452661, -87.81173804)"
9275,12624,ADDISON,OLCOTT,152,2.3,45.1,"(41.94521888, -87.8141921)"
9276,12625,ADDISON,ORIOLE,152,1.4,50.2,"(41.94523245, -87.81666859)"
9277,12626,ADDISON,OVERHILL,152,1.2,28.7,"(41.94528658, -87.81946735)"
9278,12627,ADDISON,OZANAM,152,0.9,23.6,"(41.94518556, -87.82165195)"
9279,12628,ADDISON,FOREST PRESERVE AVENUE,152,1.1,40.6,"(41.94511567, -87.82511976)"
9280,12629,ADDISON,PAGE,152,0.5,37.1,"(41.94506984, -87.82764332)"
9281,12631,ADDISON,PARIS,152,1.3,34.4,"(41.94503207, -87.83023936)"
9282,12633,ADDISON,PITTSBURGH,152,0.3,44.3,"(41.94496676, -87.8326718)"
9283,12635,ADDISON,PONTIAC,152,0.1,11.9,"(41.94485096, -87.83511447)"
9284,12636,CENTRAL STREET,BROADWAY/POPLAR,201,16.0,13.0,"(42.06421507, -87.69805281)"
9285,12637,CENTRAL STREET,BROADWAY/POPLAR,201,2.5,7.4,"(42.06441237, -87.69795616)"
9286,12638,CENTRAL STREET,COWPER,"201,206",21.0,3.8,"(42.0645302, -87.72444901)"
9287,12639,CENTRAL STREET,GIRARD,201,36.9,88.0,"(42.06406521, -87.68543195)"
9288,12640,CENTRAL STREET,GIRARD,201,89.3,14.2,"(42.06424442, -87.68546911)"
9289,12641,CENTRAL STREET,GREEN BAY RD,"201,206",52.6,57.3,"(42.0644691, -87.69928442)"
9290,12642,CENTRAL STREET,GREEN BAY RD,"201,206",65.2,15.2,"(42.06421654, -87.69884432)"
9291,12643,CENTRAL STREET,PROSPECT,"201,206",1.4,19.5,"(42.06470019, -87.72546825)"
9292,12644,CHICAGO AVENUE,DEMPSTER,"N201,205",15.0,11.0,"(42.04130718, -87.6806809)"
9293,12645,CHICAGO AVENUE,DEMPSTER,"N201,205",9.0,10.7,"(42.0410765, -87.68040518)"
9294,12647,CHICAGO AVENUE,SOUTH BLVD,"N201,205",10.0,53.5,"(42.02742803, -87.67834303)"
9295,12648,CHURCH,SHERMAN,"201,205",32.4,67.4,"(42.04844119, -87.68201037)"
9296,12650,GREENWOOD,CHICAGO,N201,0.2,0.0,"(42.04259618, -87.68060971)"
9297,12655,SHERMAN,DAVIS,N201,0.5,4.1,"(42.04656401, -87.68142146)"
9298,12656,SHERMAN,CHURCH,N201,0.7,0.0,"(42.04859958, -87.68198694)"
