,name,latitude,longitude,coordinates
567,California & 70th Street,41.76636814099999,-87.69314357899998,"(41.76636814099999, -87.69314357899998)"
568,California & 65th Street,41.77539500099999,-87.69318199999998,"(41.77539500099999, -87.69318199999998)"
569,California & 63rd Street,41.77898459099998,-87.69346333200002,"(41.77898459099998, -87.69346333200002)"
570,California & 61st Street,41.78271947000002,-87.69337680899997,"(41.78271947000002, -87.69337680899997)"
571,59th Street & California,41.786479966,-87.69345605799998,"(41.786479966, -87.69345605799998)"
572,California & 59th Street,41.78651963999999,-87.693689097,"(41.78651963999999, -87.693689097)"
573,59th Street & Washtenaw,41.786404565,-87.69123130999998,"(41.786404565, -87.69123130999998)"
574,California & 58th Street,41.78825633600002,-87.69379257600002,"(41.78825633600002, -87.69379257600002)"
575,55th Street & Washtenaw,41.793649926,-87.69124429200002,"(41.793649926, -87.69124429200002)"
576,California & 53rd Street,41.79729521199999,-87.69379262400003,"(41.79729521199999, -87.69379262400003)"
577,California & 51st Street,41.80086042200003,-87.69390552099998,"(41.80086042200003, -87.69390552099998)"
578,51st Street & Washtenaw,41.801091337,-87.69145946200001,"(41.801091337, -87.69145946200001)"
579,47th Street & Washtenaw,41.80838235300001,-87.69159931299998,"(41.80838235300001, -87.69159931299998)"
580,Archer & Brighton,41.82119452199998,-87.69248555299998,"(41.82119452199998, -87.69248555299998)"
581,Pershing & Washtenaw,41.82287774700001,-87.69203556600002,"(41.82287774700001, -87.69203556600002)"
582,Harrison & Washtenaw,41.87375500100001,-87.693779,"(41.87375500100001, -87.693779)"
583,2609 W Jackson,41.87742359600003,-87.691657529,"(41.87742359600003, -87.691657529)"
584,Jackson & Rockwell,41.87755893600001,-87.69097076999998,"(41.87755893600001, -87.69097076999998)"
585,Milwaukee & Maplewood,41.919325566,-87.691176687,"(41.919325566, -87.691176687)"
586,Lincoln & Carmen,41.97413357599999,-87.69217241899997,"(41.97413357599999, -87.69217241899997)"
587,Foster & Lincoln,41.97593319399999,-87.69263147200002,"(41.97593319399999, -87.69263147200002)"
588,Howard & Ashland,42.01928161799998,-87.67058707199999,"(42.01928161799998, -87.67058707199999)"
589,Dempster & Wesley,42.04118340799999,-87.69216364800002,"(42.04118340799999, -87.69216364800002)"
590,87th Street & Washtenaw,41.73551666200001,-87.689562766,"(41.73551666200001, -87.689562766)"
591,55th Street & Rockwell,41.79371472299999,-87.688660615,"(41.79371472299999, -87.688660615)"
592,Archer & Pershing/Rockwell,41.82319200500001,-87.68957679200003,"(41.82319200500001, -87.68957679200003)"
593,Roosevelt & Campbell,41.86668408600002,-87.68877572000002,"(41.86668408600002, -87.68877572000002)"
594,Western & Grand,41.89087134499999,-87.68657187999997,"(41.89087134499999, -87.68657187999997)"
595,Western & Division,41.90293500000001,-87.68696799999998,"(41.90293500000001, -87.68696799999998)"
596,Western & St. Paul,41.91353099299999,-87.68741193199997,"(41.91353099299999, -87.68741193199997)"
597,Milwaukee & Armitage,41.91772537700001,-87.68871227199998,"(41.91772537700001, -87.68871227199998)"
598,Milwaukee & Western,41.916766419,-87.68719814100001,"(41.916766419, -87.68719814100001)"
599,Western & Belden,41.92339108200002,-87.68772816199998,"(41.92339108200002, -87.68772816199998)"
600,Western & Elston/Diversey,41.93239503500001,-87.68778049600002,"(41.93239503500001, -87.68778049600002)"
601,Belmont & Western/Clybourn,41.93938755400001,-87.687638359,"(41.93938755400001, -87.687638359)"
602,Western & Montrose,41.96149574200001,-87.688556199,"(41.96149574200001, -87.688556199)"
603,Ainslie & Western,41.97046142699998,-87.689448997,"(41.97046142699998, -87.689448997)"
604,Foster & Western,41.97595813499998,-87.68950849499998,"(41.97595813499998, -87.68950849499998)"
605,Western & Foster,41.97610578600001,-87.68901483600001,"(41.97610578600001, -87.68901483600001)"
606,Western & Catalpa,41.98148586500002,-87.68947463799998,"(41.98148586500002, -87.68947463799998)"
607,Western & Ardmore,41.98687586699998,-87.68946124000001,"(41.98687586699998, -87.68946124000001)"
608,Western & Peterson,41.99082530700002,-87.689536567,"(41.99082530700002, -87.689536567)"
609,Western & Glenlake,41.99235227200001,-87.689839313,"(41.99235227200001, -87.689839313)"
610,Devon & Oakley,41.99769997300001,-87.68752724799998,"(41.99769997300001, -87.68752724799998)"
611,Western & North Shore,42.00325700000002,-87.68993599999999,"(42.00325700000002, -87.68993599999999)"
612,Western & Estes,42.01097600000003,-87.69028099899998,"(42.01097600000003, -87.69028099899998)"
613,Asbury & Brummel,42.02155715399999,-87.690185993,"(42.02155715399999, -87.690185993)"
614,Asbury & Mulford,42.02323887199998,-87.69022493900002,"(42.02323887199998, -87.69022493900002)"
615,Oakton & Asbury,42.02648576500002,-87.69016076000003,"(42.02648576500002, -87.69016076000003)"
616,Ridge & Lake,42.04403388200001,-87.68832243399999,"(42.04403388200001, -87.68832243399999)"
617,Ridge & Davis,42.04702246900001,-87.688840831,"(42.04702246900001, -87.688840831)"
618,Davis & Ridge,42.04715993399998,-87.688413636,"(42.04715993399998, -87.688413636)"
619,Central Street & Asbury,42.06406596099998,-87.68934131999998,"(42.06406596099998, -87.68934131999998)"
620,2600 W 103rd Street,41.70645967899998,-87.686375301,"(41.70645967899998, -87.686375301)"
621,71st Street & Campbell,41.76468199999999,-87.68537100100002,"(41.76468199999999, -87.68537100100002)"
622,Western & 69th Street,41.76822045099999,-87.683206584,"(41.76822045099999, -87.683206584)"
623,Western & 66th Street,41.77385399999997,-87.68352199899999,"(41.77385399999997, -87.68352199899999)"
624,Western & 62nd Street,41.781597202,-87.683579162,"(41.781597202, -87.683579162)"
625,59th Street & Campbell,41.78658219800002,-87.68614259200001,"(41.78658219800002, -87.68614259200001)"
626,Western & 59th Street,41.78628903600003,-87.683963688,"(41.78628903600003, -87.683963688)"
627,55th Street & Western Avenue,41.793925925,-87.68450786900002,"(41.793925925, -87.68450786900002)"
628,Western & 47th Street,41.80834544200002,-87.68432711399998,"(41.80834544200002, -87.68432711399998)"
629,4102 S Western,41.81917942799998,-87.68468665699999,"(41.81917942799998, -87.68468665699999)"
630,Western Blvd & Archer,41.82614245899998,-87.684267503,"(41.82614245899998, -87.684267503)"
631,Archer & 37th Street,41.82658400100001,-87.68368299999997,"(41.82658400100001, -87.68368299999997)"
632,Western & 28th Street,41.84107399999999,-87.68521299999998,"(41.84107399999999, -87.68521299999998)"
633,Western Pink Line Station,41.85432800000001,-87.68559599899999,"(41.85432800000001, -87.68559599899999)"
634,Western & 18th Place,41.85688673700002,-87.685640729,"(41.85688673700002, -87.685640729)"
635,Western & 16th Street,41.859817577,-87.68572361399998,"(41.859817577, -87.68572361399998)"
636,Western & Taylor,41.86917091499998,-87.68623061699998,"(41.86917091499998, -87.68623061699998)"
637,Jackson & Western,41.87748942100001,-87.68602571999998,"(41.87748942100001, -87.68602571999998)"
638,Jackson & Oakley,41.87763808599999,-87.68413159900001,"(41.87763808599999, -87.68413159900001)"
639,Western & Washington,41.88290899999998,-87.686396,"(41.88290899999998, -87.686396)"
640,Western & Hubbard,41.88933966799999,-87.686773388,"(41.88933966799999, -87.686773388)"
641,Grand & Oakley,41.89077429500003,-87.68412950700002,"(41.89077429500003, -87.68412950700002)"
642,Armitage & Oakley,41.91769338,-87.68488207600001,"(41.91769338, -87.68488207600001)"
643,Diversey & Logan,41.93228153000001,-87.68413186599997,"(41.93228153000001, -87.68413186599997)"
644,Belmont & Leavitt,41.939578955,-87.68301672000001,"(41.939578955, -87.68301672000001)"
645,Irving Park & Oakley,41.95395043500002,-87.68616559700001,"(41.95395043500002, -87.68616559700001)"
646,Lawrence & Leavitt,41.968603481,-87.68383574799998,"(41.968603481, -87.68383574799998)"
647,Lunt & Hamilton,42.00876658300001,-87.68406503599999,"(42.00876658300001, -87.68406503599999)"
648,Ridge & Mulford,42.02324251099998,-87.68500457300001,"(42.02324251099998, -87.68500457300001)"
649,Ridge & Main,42.03408252200001,-87.68691501900003,"(42.03408252200001, -87.68691501900003)"
650,Davis & Maple,42.04712270300001,-87.68474363399997,"(42.04712270300001, -87.68474363399997)"
651,Western & 94th Street,41.72282429500001,-87.68225009000003,"(41.72282429500001, -87.68225009000003)"
652,Western & 92nd Place,41.72517166699998,-87.682096667,"(41.72517166699998, -87.682096667)"
653,Western & 90th Street,41.73004159700002,-87.68255133500003,"(41.73004159700002, -87.68255133500003)"
654,Western & 87th Street,41.73517096299997,-87.68236256300003,"(41.73517096299997, -87.68236256300003)"
655,79th Street & Western,41.750001,-87.683067,"(41.750001, -87.683067)"
656,63rd Street & Oakley,41.779233949,-87.680986588,"(41.779233949, -87.680986588)"
657,35th/Archer Orange Line Station,41.82885850100001,-87.68117087000002,"(41.82885850100001, -87.68117087000002)"
658,Blue Island & Leavitt,41.846671378,-87.680847158,"(41.846671378, -87.680847158)"
659,Ogden & Taylor,41.86893196699998,-87.68084430800002,"(41.86893196699998, -87.68084430800002)"
660,Jackson & Leavitt,41.87754396399998,-87.68127093800001,"(41.87754396399998, -87.68127093800001)"
661,Grand & Leavitt,41.89077565600002,-87.68161051499999,"(41.89077565600002, -87.68161051499999)"
662,Division & Leavitt,41.903034994,-87.68196568799999,"(41.903034994, -87.68196568799999)"
663,Division & Hoyne,41.90328214599998,-87.67949288800003,"(41.90328214599998, -87.67949288800003)"
664,Armitage & Hoyne,41.91763080200002,-87.68018853400002,"(41.91763080200002, -87.68018853400002)"
665,Lawrence & Hoyne,41.96866125299999,-87.68166749699998,"(41.96866125299999, -87.68166749699998)"
666,Foster & Damen,41.97609519100001,-87.67983033799999,"(41.97609519100001, -87.67983033799999)"
667,Damen & Foster,41.97591942899999,-87.67929644399999,"(41.97591942899999, -87.67929644399999)"
668,119th Street & Bell,41.67720644500002,-87.67705626700001,"(41.67720644500002, -87.67705626700001)"
669,103rd Street & Leavitt,41.70640029700002,-87.67687975299998,"(41.70640029700002, -87.67687975299998)"
670,95th Street & Leavitt,41.72113129799999,-87.67706988100002,"(41.72113129799999, -87.67706988100002)"
671,79th Street & Hamilton,41.75023800000002,-87.67661500000003,"(41.75023800000002, -87.67661500000003)"
672,59th Street & Hoyne,41.78664843899998,-87.67688038199998,"(41.78664843899998, -87.67688038199998)"
673,51st Street & Leavitt,41.80126592900001,-87.679033554,"(41.80126592900001, -87.679033554)"
674,47th Street & Hoyne,41.80857066700003,-87.67740132099999,"(41.80857066700003, -87.67740132099999)"
675,35th Street & Archer,41.83042500099998,-87.67727000000002,"(41.83042500099998, -87.67727000000002)"
676,Cermak & Damen,41.85210813200001,-87.67557834799999,"(41.85210813200001, -87.67557834799999)"
677,Damen & 14th Street,41.86326400000002,-87.67606999899999,"(41.86326400000002, -87.67606999899999)"
678,Damen & Taylor,41.86922998300003,-87.67637797100002,"(41.86922998300003, -87.67637797100002)"
679,2102 W Ogden,41.87070551699998,-87.67902965600001,"(41.87070551699998, -87.67902965600001)"
680,Harrison & Damen,41.87397626000001,-87.676221333,"(41.87397626000001, -87.676221333)"
681,Jackson & Damen,41.87755265800001,-87.676835401,"(41.87755265800001, -87.676835401)"
682,Damen & Washington,41.88306,-87.676605,"(41.88306, -87.676605)"
683,Damen & Madison,41.881212,-87.676558,"(41.881212, -87.676558)"
684,Damen & Fulton,41.886686,-87.67670399899998,"(41.886686, -87.67670399899998)"
685,Damen & Lake,41.88488999999998,-87.67665499999998,"(41.88488999999998, -87.67665499999998)"
686,Damen & Carroll,41.88775600100001,-87.676872,"(41.88775600100001, -87.676872)"
687,Damen & Grand,41.89061046500001,-87.67699130199998,"(41.89061046500001, -87.67699130199998)"
688,Grand & Damen,41.89075978900001,-87.677020718,"(41.89075978900001, -87.677020718)"
689,Damen & Cortland,41.91587563799999,-87.67749926900001,"(41.91587563799999, -87.67749926900001)"
690,Damen & Fullerton,41.92527568600002,-87.677781433,"(41.92527568600002, -87.677781433)"
691,Diversey & Wolcott,41.9323837,-87.67555020700001,"(41.9323837, -87.67555020700001)"
692,Damen & Wellington,41.93584099999998,-87.678159,"(41.93584099999998, -87.678159)"
693,Damen & George,41.93401900100002,-87.67810000100002,"(41.93401900100002, -87.67810000100002)"
694,Damen & Barry,41.93768599999999,-87.678218001,"(41.93768599999999, -87.678218001)"
695,Addison & Wolcott,41.94693290399999,-87.67598661400001,"(41.94693290399999, -87.67598661400001)"
696,Damen & Grace,41.95058800100003,-87.67872300099998,"(41.95058800100003, -87.67872300099998)"
697,Damen & Waveland,41.94876499999998,-87.67867299900001,"(41.94876499999998, -87.67867299900001)"
698,Damen & Berteau,41.95788199999998,-87.678927999,"(41.95788199999998, -87.678927999)"
699,Damen & Belle Plaine,41.95605799999998,-87.678879,"(41.95605799999998, -87.678879)"
700,Damen & Cullom,41.95970499999999,-87.67897800100002,"(41.95970499999999, -87.67897800100002)"
701,Devon & Ridge,41.997894793,-87.67655852299998,"(41.997894793, -87.67655852299998)"
702,Lunt & Wolcott,42.00882370300002,-87.67817240699998,"(42.00882370300002, -87.67817240699998)"
703,Clark & Birchwood,42.01798491800002,-87.67580666100002,"(42.01798491800002, -87.67580666100002)"
704,Howard & Chicago Avenue,42.01947604399999,-87.67618415099997,"(42.01947604399999, -87.67618415099997)"
705,Chicago Avenue & Church,42.04784793599998,-87.678941963,"(42.04784793599998, -87.678941963)"
706,Sheridan & Haven,42.05742762300002,-87.67730122799998,"(42.05742762300002, -87.67730122799998)"
707,Central & Sheridan,42.06394645500001,-87.67727047099999,"(42.06394645500001, -87.67727047099999)"
708,119th Street & Vincennes,41.67741434599998,-87.67157154300003,"(41.67741434599998, -87.67157154300003)"
709,Damen & 83rd Street,41.74297237899998,-87.67304985599998,"(41.74297237899998, -87.67304985599998)"
710,79th Street & Hoyne,41.75013011200002,-87.67567670699998,"(41.75013011200002, -87.67567670699998)"
711,Damen & 80th Street,41.74841400000003,-87.67315099899997,"(41.74841400000003, -87.67315099899997)"
712,Damen & 73rd Street,41.76123899999999,-87.67350900100001,"(41.76123899999999, -87.67350900100001)"
713,74th Street & Damen,41.75939099800001,-87.67323914000002,"(41.75939099800001, -87.67323914000002)"
714,Damen & 71st Street,41.76490677800001,-87.67363792499998,"(41.76490677800001, -87.67363792499998)"
715,Damen & 69th Street,41.76834419800002,-87.673530873,"(41.76834419800002, -87.673530873)"
716,69th Street & Damen,41.76836907699999,-87.67377062000003,"(41.76836907699999, -87.67377062000003)"
717,Damen & 66th Street,41.77379100000002,-87.67367999999999,"(41.77379100000002, -87.67367999999999)"
718,Damen & 63rd Street,41.77918766900001,-87.67381135199997,"(41.77918766900001, -87.67381135199997)"
719,Damen & 64th Street,41.77744100000001,-87.67377399999998,"(41.77744100000001, -87.67377399999998)"
720,Damen & 61st Street,41.78285099999999,-87.673862999,"(41.78285099999999, -87.673862999)"
721,Damen & 51st Street,41.80112500000001,-87.67436500000002,"(41.80112500000001, -87.67436500000002)"
722,Damen & 52nd Street,41.79909567300001,-87.67455070300002,"(41.79909567300001, -87.67455070300002)"
723,Damen & 48th Street,41.80681100100003,-87.674692999,"(41.80681100100003, -87.674692999)"
724,Damen & Archer,41.83191788400001,-87.67539647199999,"(41.83191788400001, -87.67539647199999)"
725,Blue Island & Damen,41.84869527900003,-87.67557443700002,"(41.84869527900003, -87.67557443700002)"
726,Harrison & Ogden,41.87414150199999,-87.674547007,"(41.87414150199999, -87.674547007)"
727,1900 W Van Buren,41.87624199999999,-87.67405699900002,"(41.87624199999999, -87.67405699900002)"
728,Malcolm X College,41.87743988300002,-87.67402389199998,"(41.87743988300002, -87.67402389199998)"
729,Grand & Wolcott,41.89080579,-87.67457571800003,"(41.89080579, -87.67457571800003)"
730,Division & Wood,41.903194896,-87.672091948,"(41.903194896, -87.672091948)"
731,Irving Park & Hermitage,41.95435275699998,-87.672089422,"(41.95435275699998, -87.672089422)"
732,Foster & Paulina,41.97620067000003,-87.671934282,"(41.97620067000003, -87.671934282)"
733,Clark & Greenleaf,42.01027200099998,-87.674305001,"(42.01027200099998, -87.674305001)"
734,Clark & Touhy,42.01244335400003,-87.67469662600001,"(42.01244335400003, -87.67469662600001)"
735,Paulina & Howard Terminal,42.01822602599998,-87.672798441,"(42.01822602599998, -87.672798441)"
736,69th Street & Wolcott,41.768530973,-87.67109810900001,"(41.768530973, -87.67109810900001)"
737,63rd Street & Wood,41.77929700099997,-87.66882399999997,"(41.77929700099997, -87.66882399999997)"
738,59th Street & Wolcott,41.78660917799999,-87.671782689,"(41.78660917799999, -87.671782689)"
739,51st Street & Wood,41.80131723699998,-87.66953420099998,"(41.80131723699998, -87.66953420099998)"
740,Pershing & Wood,41.82311621000002,-87.67019074400002,"(41.82311621000002, -87.67019074400002)"
741,Archer & Wood,41.83458814599999,-87.67061464099999,"(41.83458814599999, -87.67061464099999)"
742,Roosevelt & Paulina,41.86669056699998,-87.66900774300001,"(41.86669056699998, -87.66900774300001)"
743,Polk Pink Line Station,41.87152210599999,-87.669706056,"(41.87152210599999, -87.669706056)"
744,North Ave & Paulina,41.910683672,-87.67009398300002,"(41.910683672, -87.67009398300002)"
745,Armitage & Hermitage,41.91780069100002,-87.671679622,"(41.91780069100002, -87.671679622)"
746,Cortland & Hermitage,41.91599718800001,-87.67133816900002,"(41.91599718800001, -87.67133816900002)"
747,Ashland & Wrightwood,41.92884948699998,-87.66840601199999,"(41.92884948699998, -87.66840601199999)"
748,Diversey & Ashland,41.93246709700003,-87.66861339500002,"(41.93246709700003, -87.66861339500002)"
749,Ashland & Roscoe,41.94316891300002,-87.66861633799999,"(41.94316891300002, -87.66861633799999)"
750,Ashland & Addison,41.94682012099997,-87.66899948999998,"(41.94682012099997, -87.66899948999998)"
751,Addison & Ashland,41.94691774500001,-87.66904069999998,"(41.94691774500001, -87.66904069999998)"
752,Ashland & Grace,41.95055400000001,-87.66888,"(41.95055400000001, -87.66888)"
753,Irving Park & Paulina,41.95414882099999,-87.671572508,"(41.95414882099999, -87.671572508)"
754,Irving Park & Ashland,41.95418343699998,-87.66925596200002,"(41.95418343699998, -87.66925596200002)"
755,Foster & Clark,41.976256234,-87.66823166199998,"(41.976256234, -87.66823166199998)"
756,Clark & Ridge,41.98940964100001,-87.66979401600003,"(41.98940964100001, -87.66979401600003)"
757,Ridge & Clark,41.98973034699998,-87.67023651,"(41.98973034699998, -87.67023651)"
758,Pratt & Ashland,42.00544585300003,-87.669747213,"(42.00544585300003, -87.669747213)"
759,Ashland & Morse,42.007744,-87.669959,"(42.007744, -87.669959)"
760,Vincennes & Edmaire,41.686787783,-87.666624668,"(41.686787783, -87.666624668)"
761,Vincennes & Monterey,41.69043986600002,-87.66435488799999,"(41.69043986600002, -87.66435488799999)"
762,95th Street & Longwood,41.72099458299999,-87.66931154000002,"(41.72099458299999, -87.66931154000002)"
763,63rd Street & Ashland,41.77937015100002,-87.66441800400003,"(41.77937015100002, -87.66441800400003)"
764,51st Street & Ashland,41.80138205200001,-87.665126429,"(41.80138205200001, -87.665126429)"
765,Ashland & 45th Street,41.812026549,-87.66518658199999,"(41.812026549, -87.66518658199999)"
766,35th Street & Paulina,41.830422,-87.668053999,"(41.830422, -87.668053999)"
767,2450 S Ashland,41.847511457,-87.66607416199997,"(41.847511457, -87.66607416199997)"
768,Ashland & Cermak,41.85256757500002,-87.665868671,"(41.85256757500002, -87.665868671)"
769,Taylor & Marshfield,41.869182169,-87.66776922000003,"(41.869182169, -87.66776922000003)"
770,Grand & Ashland,41.89090348299999,-87.66731116400001,"(41.89090348299999, -87.66731116400001)"
771,Milwaukee & Haddon,41.90278529699998,-87.66573816300001,"(41.90278529699998, -87.66573816300001)"
772,Ashland & Milwaukee (Blue Line),41.90373399999999,-87.66736500000002,"(41.90373399999999, -87.66736500000002)"
773,Fullerton & Ashland,41.92522820400001,-87.668536813,"(41.92522820400001, -87.668536813)"
774,Addison & Greenview,41.94709309799998,-87.66633776600003,"(41.94709309799998, -87.66633776600003)"
775,Irving Park & Greenview,41.95438999999999,-87.66728199900001,"(41.95438999999999, -87.66728199900001)"
776,Clark & Montrose,41.96174417999998,-87.66608024499999,"(41.96174417999998, -87.66608024499999)"
777,Lawrence & Clark,41.96897272699999,-87.66777976999998,"(41.96897272699999, -87.66777976999998)"
778,Foster & Glenwood,41.97618699700001,-87.66485110999997,"(41.97618699700001, -87.66485110999997)"
779,Sheridan & Sherwin,42.01520955000001,-87.66467447500003,"(42.01520955000001, -87.66467447500003)"
780,Sheridan & Birchwood,42.018022825,-87.66551305399997,"(42.018022825, -87.66551305399997)"
781,Marshfield & 116th Street,41.683175087,-87.66288957299997,"(41.683175087, -87.66288957299997)"
782,Vincennes & 111th Street,41.69196544499999,-87.66333712199997,"(41.69196544499999, -87.66333712199997)"
783,9600 S Beverly,41.71907947900002,-87.662077496,"(41.71907947900002, -87.662077496)"
784,Ashland & 91st Street,41.728540205,-87.66297641699998,"(41.728540205, -87.66297641699998)"
785,Ashland & 89th Street,41.73222584600001,-87.66309013,"(41.73222584600001, -87.66309013)"
786,87th Street & Ashland,41.73590429199999,-87.66288555599999,"(41.73590429199999, -87.66288555599999)"
787,Ashland & 85th Street,41.73964019800002,-87.66303584799999,"(41.73964019800002, -87.66303584799999)"
788,79th Street & Ashland,41.75042496200001,-87.66323611199999,"(41.75042496200001, -87.66323611199999)"
789,Ashland & 79th Street,41.75044511300001,-87.66358074499999,"(41.75044511300001, -87.66358074499999)"
790,74th Street & Ashland,41.7595111,-87.66345488600001,"(41.7595111, -87.66345488600001)"
791,69th Street & Laflin,41.768525232,-87.661586726,"(41.768525232, -87.661586726)"
792,Ashland & 66th Street,41.77395394000001,-87.663963518,"(41.77395394000001, -87.663963518)"
793,Garfield & Laflin,41.79363873900002,-87.661912965,"(41.79363873900002, -87.661912965)"
794,47th Street & Laflin,41.808584462,-87.66234948200002,"(41.808584462, -87.66234948200002)"
795,1501 W Pershing,41.82306635200001,-87.66313011199998,"(41.82306635200001, -87.66313011199998)"
796,Archer & Pitney Court,41.83921728500002,-87.66277752399998,"(41.83921728500002, -87.66277752399998)"
797,Archer & Lock,41.840090643,-87.661389724,"(41.840090643, -87.661389724)"
798,Taylor & Laflin,41.86936338599997,-87.663985427,"(41.86936338599997, -87.663985427)"
799,Roosevelt & Loomis,41.866810805,-87.66133342299997,"(41.866810805, -87.66133342299997)"
800,Madison & Loomis,41.88158700100001,-87.66203999999999,"(41.88158700100001, -87.66203999999999)"
801,Chicago & Bishop,41.89604414000001,-87.66414584299997,"(41.89604414000001, -87.66414584299997)"
802,Wilson & Magnolia,41.965398639,-87.66120358400002,"(41.965398639, -87.66120358400002)"
803,Sheridan & Loyola (Red Line),42.00142299999999,-87.66086000000001,"(42.00142299999999, -87.66086000000001)"
804,Pratt & Lakewood,42.005537,-87.663905,"(42.005537, -87.663905)"
805,Sheridan & Morse,42.00813299999999,-87.66159800000003,"(42.00813299999999, -87.66159800000003)"
806,Sheridan & Chase,42.01375700099999,-87.66414499899997,"(42.01375700099999, -87.66414499899997)"
807,Vincennes & 107th Street,41.69932670999998,-87.65869380599997,"(41.69932670999998, -87.65869380599997)"
808,79th Street & Loomis,41.75036192900001,-87.658339985,"(41.75036192900001, -87.658339985)"
809,69th Street & Loomis,41.768696331,-87.65890365000001,"(41.768696331, -87.65890365000001)"
810,63rd Street & Loomis,41.77957205500002,-87.65925900299999,"(41.77957205500002, -87.65925900299999)"
811,47th Street & Loomis,41.808600829,-87.6602327,"(41.808600829, -87.6602327)"
812,Pershing & Loomis,41.823120227,-87.660682667,"(41.823120227, -87.660682667)"
813,Racine & Lexington,41.872318538,-87.656739146,"(41.872318538, -87.656739146)"
814,Harrison & Racine,41.87433000099998,-87.65744699999999,"(41.87433000099998, -87.65744699999999)"
815,Jackson & Throop,41.87768499700002,-87.659587026,"(41.87768499700002, -87.659587026)"
816,Grand & Ogden,41.89099103799998,-87.65866284999998,"(41.89099103799998, -87.65866284999998)"
817,Chicago & Racine,41.89630868199998,-87.65739819800001,"(41.89630868199998, -87.65739819800001)"
818,Racine & Clybourn/Cortland,41.91721600099999,-87.65826299999998,"(41.91721600099999, -87.65826299999998)"
819,Fullerton & Racine,41.92526027100001,-87.658611361,"(41.92526027100001, -87.658611361)"
820,Belmont & Racine,41.93976435500002,-87.65910286899998,"(41.93976435500002, -87.65910286899998)"
821,Irving Park & Seminary,41.95438098900001,-87.657036532,"(41.95438098900001, -87.657036532)"
822,Wilson & Broadway (Red Line),41.96533087699999,-87.65769274000002,"(41.96533087699999, -87.65769274000002)"
823,Lawrence & Broadway,41.96909402,-87.65993993199999,"(41.96909402, -87.65993993199999)"
824,Broadway & Leland,41.96736103199999,-87.65860852200001,"(41.96736103199999, -87.65860852200001)"
825,Broadway & Winona,41.97512514200002,-87.65970843500003,"(41.97512514200002, -87.65970843500003)"
826,Broadway & Balmoral,41.97981844600002,-87.65985386400001,"(41.97981844600002, -87.65985386400001)"
827,Broadway & Catalpa,41.98189587500002,-87.66014945400002,"(41.98189587500002, -87.66014945400002)"
828,Broadway & Thorndale,41.989746733,-87.660369543,"(41.989746733, -87.660369543)"
829,Broadway & Rosemont,41.99622912500001,-87.66033017400002,"(41.99622912500001, -87.66033017400002)"
830,Broadway & Glenlake,41.99278600000002,-87.66044399999998,"(41.99278600000002, -87.66044399999998)"
831,Sheridan & Kenmore,41.99816798799998,-87.656880307,"(41.99816798799998, -87.656880307)"
832,Vincennes & Winston (10200 South),41.70855125499997,-87.655287332,"(41.70855125499997, -87.655287332)"
833,Racine & 80th Street,41.74877845499998,-87.653773995,"(41.74877845499998, -87.653773995)"
834,Racine & 79th Street,41.75075980499997,-87.65365407799999,"(41.75075980499997, -87.65365407799999)"
835,Racine & 71st Street,41.76515565400001,-87.654207649,"(41.76515565400001, -87.654207649)"
836,69th Street & Racine,41.76876503400001,-87.65408182499999,"(41.76876503400001, -87.65408182499999)"
837,Racine & 68th Street,41.770465,-87.65415499900001,"(41.770465, -87.65415499900001)"
838,63rd Street & Racine,41.77967592300001,-87.65473315399998,"(41.77967592300001, -87.65473315399998)"
839,Racine & 64th Street,41.777896,-87.65449799999999,"(41.777896, -87.65449799999999)"
840,Racine & 62nd Street,41.78149075300001,-87.65463723300002,"(41.78149075300001, -87.65463723300002)"
841,Racine & 60th Street,41.78497235899999,-87.654550879,"(41.78497235899999, -87.654550879)"
842,59th Street & Racine,41.78681460799999,-87.65481154100002,"(41.78681460799999, -87.65481154100002)"
843,Racine & 57th Street,41.79044999899997,-87.65470268199999,"(41.79044999899997, -87.65470268199999)"
844,Racine & Garfield,41.79446755599997,-87.65479407499998,"(41.79446755599997, -87.65479407499998)"
845,Racine & 54th Street,41.79580499999997,-87.65479099999999,"(41.79580499999997, -87.65479099999999)"
846,Racine & 51st Street,41.80157103900001,-87.65499161999998,"(41.80157103900001, -87.65499161999998)"
847,Racine & 52nd Street,41.79969299999999,-87.655054001,"(41.79969299999999, -87.655054001)"
848,51st Street & Racine,41.80149758499999,-87.65516920900001,"(41.80149758499999, -87.65516920900001)"
849,47th Street & Racine,41.80866398400002,-87.65539005400001,"(41.80866398400002, -87.65539005400001)"
850,35th Street & Aberdeen,41.83070911499999,-87.65328875400002,"(41.83070911499999, -87.65328875400002)"
851,31st Street & Racine,41.83784783200002,-87.65607477200001,"(41.83784783200002, -87.65607477200001)"
852,Archer & Throop,41.84343999999999,-87.65411999899999,"(41.84343999999999, -87.65411999899999)"
853,Cermak & Carpenter,41.852609949,-87.65340226500001,"(41.852609949, -87.65340226500001)"
854,18th Street & Racine,41.85800293199998,-87.65666063999998,"(41.85800293199998, -87.65666063999998)"
855,Racine & Taylor,41.86930690100002,-87.65665984499998,"(41.86930690100002, -87.65665984499998)"
856,Roosevelt & Racine,41.86688693299999,-87.65681614699997,"(41.86688693299999, -87.65681614699997)"
857,Madison & Aberdeen,41.88172200000002,-87.65419499900003,"(41.88172200000002, -87.65419499900003)"
